ASV	BLAST_Top1_Accession	BLAST_Top1_TaxID	BLAST_Top1_Evalue	BLAST_Top1_Bitscore	BLAST_Top1_Pident	BLAST_Top1_Qcovus	BLAST_Top1_AlignmentLength	BLAST_AmbiguousTopHit	BLAST_SelectionStatus	BLAST_Top1_Kingdom	BLAST_Top1_Phylum	BLAST_Top1_Class	BLAST_Top1_Order	BLAST_Top1_Family	BLAST_Top1_Genus	BLAST_Top1_Species	BLAST_Top2_Accession	BLAST_Top2_Species	BLAST_Top2_Evalue	BLAST_Top2_Bitscore	BLAST_Top2_Pident	BLAST_Top2_Qcovus
d87f7398347353048cd513c0e7c0ce41	NR_189918	3062332	1.79e-134	475.0	99.254	99	268	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_intercalariosporum						
d95e3787c47d17378fa4ae962ec047c9	NR_125332	5476	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
da3dbb64be8691d27645aa7b82caeba7	NR_121481	746128	1.33e-142	502.0	100.0	100	278	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus						
dbe4c02721914378ee2ed8912a91d64e	NR_111042	5412	3e-164	575.0	99.688	100	321	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_capitatum						
dd8b84b6c87fcecf8df76050b70b6a2e	NR_173318	2843180	3.53e-150	527.0	100.0	100	292	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Candolleomyces	Candolleomyces_subminutisporus						
ddc938d077e73fa80d60433ea0f065b1	NR_121481	746128	1.34e-142	502.0	100.0	99	278	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus						
deaa18d8f1f0a68e77236fd060313b09	NR_189918	3062332	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium_intercalariosporum	NR_144909	Aureobasidium_pullulans	2.78e-113	405.0	99.127	81
e0e9522799898c83f9f0e45ef54fe8b0	NR_138276	241526	9.72e-171	597.0	99.112	100	338	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_africana	NR_125332	Candida_albicans	3.18e-164	574.0	100.0	94
e112c29f1d4d30f93d6a4f997da66225	NR_168250	2710530	1.64e-141	499.0	99.288	100	281	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Leptosilliaceae	Leptosillia	Leptosillia_cordylinea						
e28b6e0bb0e64f81a0dd9d665d0459ef	NR_137659	183959	5.03e-142	501.0	99.643	94	280	False	candidate_available	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_carnicolor						
e3064899818d6e27aec934443a9804d2	NR_165941	37769	0.0	663.0	99.465	99	374	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_gattii	NR_171785	Cryptococcus_neoformans	0.0	660.0	99.728	98
e49a1c33bff01b0baad3885264c9e2dc	NR_130682	5207	1.71e-81	298.0	100.0	97	165	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus_neoformans	NR_165941	Cryptococcus_gattii	7.25e-80	294.0	99.394	97
e4b62c759765e5ea476798ea00b7145c	NR_121332	470172	1.0900000000000001e-130	462.0	99.24	100	263	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium_ossifragi	NR_119729	Cladosporium_colombiae	5.669999999999999e-128	453.0	100.0	96
e62da64a67447ad0575490684a5b2e91	NR_154540	89491	3.1700000000000003e-144	508.0	100.0	100	281	False	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Xeromyces	Xeromyces_bisporus						
e6e622e0c9c574a045fd0dde7ab5a0a0	NR_125332	5476	1.04e-124	443.0	100.0	92	245	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
e71bf72c6d1bb519189030844bbb6a8a	NR_111083	157611	4.7e-142	501.0	99.645	100	282	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba						
e964994d6f202441af10c435acc7d999	NR_130691	5478	4.78e-62	234.0	99.242	94	132	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces_glabratus						
eb280d3c9f9b72b9a987c894583394c9	NR_153310	230603	0.0	737.0	99.048	100	420	False	candidate_available	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_uvarum	NR_111354	Saccharomyces_mikatae	0.0	733.0	99.048	100
ec242822fcc557e9339f089df02f97f0	NR_155027	1795765	8.39e-152	533.0	100.0	100	295	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_concrescens						
ecb27c145358ad94558f0c105d455511	NR_154344	2024343	1.54e-135	480.0	99.63	96	270	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye						
ed4824782d1a2a0df7b273a4267b408a	NR_130685	1036732	1.35e-123	439.0	100.0	86	243	False	candidate_available	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium_zeae						
f3777c7c1fa5423ac63e6e772595c637	NR_119386	42374	2.18e-133	472.0	99.621	98	264	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_dubliniensis						
f3a40e2dc8515c8e668fe47d3b330794	NR_130667	129132	1.64e-141	499.0	99.288	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
f6a521a0d8aa769735adaf5767c25c2a	NR_130667	129132	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
f6f5923d4dd3c8badbc2b3e5e4b02b91	NR_154494	5325	3.92e-143	504.0	99.301	100	286	False	candidate_available	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes_versicolor						
f7218976c1e3cfa5b3311810d216b38c	NR_137882	293560	3.4e-59	224.0	100.0	89	124	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_marinum	NR_137883	Penicillium_thymicola	3.4e-59	224.0	100.0	89
fa49207aafe8816360a131aaed63c5c4	NR_130667	129132	4.7e-142	501.0	99.645	100	282	False	candidate_available	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_dermatis						
fa80b39ca2cea9ec824ab8329503c0b6	NR_125332	5476	1.35e-142	503.0	99.644	100	281	False	candidate_available	Eukaryota	Ascomycota	Pichiomycetes	Serinales	Debaryomycetaceae	Candida	Candida_albicans						
fc6c4e11383bfe07c738ed3d89340482	NR_131286	396024	5.66e-141	497.0	100.0	99	275	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_ruber	NR_135336	Aspergillus_glaucus	5.66e-141	497.0	100.0	99
fe5dd60487e397f73714f40f42953e76	NR_111728	1235455	3.1700000000000003e-144	508.0	100.0	100	281	True	candidate_available	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_cibarius	NR_131286	Aspergillus_ruber	3.1700000000000003e-144	508.0	100.0	100
ff8927283a289e09e5c48a5cf7d76e7d	NR_154344	2024343	1.26e-136	483.0	99.63	96	270	False	candidate_available	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	Paraphoma_pye						
